# Run 1,Run 1,Run 1,Run 1,Run 1
Time (s),Acceleration - x (m/s²),Acceleration - y (m/s²),Acceleration - z (m/s²),Acceleration - resultant (m/s²)
34.100,6.8,6.2,6.2,11.1
34.125,6.8,6.2,6.2,11.1
34.150,6.8,6.2,6.2,11.1
34.175,6.8,6.2,6.2,11.1
34.200,6.9,6.1,6.2,11.1
34.225,6.9,6.1,6.2,11.1
34.250,6.9,6.1,6.2,11.1
34.275,6.9,6.1,6.2,11.1
34.300,6.9,6.1,6.2,11.1
34.325,6.9,6.1,6.2,11.1
34.350,6.9,6.1,6.2,11.1
34.375,6.9,6.1,6.2,11.1
34.400,6.8,6.0,6.2,11.0
34.425,6.8,6.0,6.2,11.0
34.450,6.8,6.0,6.2,11.0
34.475,6.8,6.1,6.2,11.1
34.500,6.8,6.1,6.2,11.1
34.525,6.8,6.1,6.2,11.1
34.550,6.8,6.1,6.2,11.1
34.575,6.9,6.3,6.2,11.2
34.600,6.9,6.3,6.2,11.2
34.625,6.9,6.3,6.2,11.2
34.650,6.9,6.3,6.2,11.2
34.675,6.9,6.3,6.2,11.2
34.700,6.9,6.3,6.2,11.2
34.725,6.9,6.3,6.2,11.2
34.750,6.9,6.2,6.1,11.1
34.775,6.9,6.2,6.1,11.1
34.800,6.9,6.2,6.1,11.1
34.825,6.9,6.2,6.2,11.1
34.850,6.9,6.2,6.2,11.1
34.875,6.9,6.2,6.2,11.1
34.900,6.9,6.2,6.2,11.1
34.925,6.9,6.1,6.1,11.0
34.950,6.9,6.1,6.1,11.0
34.975,6.9,6.1,6.1,11.0
35.000,6.9,6.1,6.1,11.0
35.025,6.9,6.1,6.1,11.0
35.050,6.9,6.1,6.1,11.0
35.075,6.8,6.0,6.1,11.0
35.100,6.8,6.0,6.1,11.0
35.125,6.8,6.0,6.1,11.0
35.150,6.8,6.0,6.1,11.0
35.175,6.9,6.1,6.1,11.0
35.200,6.9,6.1,6.1,11.0
35.225,6.9,6.1,6.1,11.0
35.250,6.9,6.1,6.1,11.0
35.275,6.9,6.1,6.1,11.0
35.300,6.8,6.2,6.2,11.1
35.325,6.8,6.2,6.2,11.1
35.350,6.8,6.2,6.2,11.1
35.375,6.8,6.2,6.2,11.1
35.400,6.8,6.3,6.2,11.1
35.425,6.8,6.3,6.2,11.1
35.450,6.8,6.3,6.2,11.1
35.475,6.8,6.3,6.2,11.1
35.500,6.8,6.2,6.2,11.1
35.525,6.8,6.2,6.2,11.1
35.550,6.8,6.2,6.2,11.1
35.575,6.8,6.2,6.2,11.1
35.600,6.8,6.1,6.3,11.1
35.625,6.8,6.1,6.3,11.1
35.650,6.8,6.1,6.3,11.1
35.675,6.8,6.1,6.3,11.1
35.700,6.9,6.0,6.2,11.1
35.725,6.9,6.0,6.2,11.1
35.750,6.9,6.0,6.2,11.1
35.775,6.8,6.0,6.3,11.1
35.800,6.8,6.0,6.3,11.1
35.825,6.8,6.0,6.3,11.1
35.850,6.8,6.0,6.3,11.1
35.875,6.9,6.1,6.2,11.1
35.900,6.9,6.1,6.2,11.1
35.925,6.9,6.1,6.2,11.1
35.950,6.8,6.1,6.2,11.1
35.975,6.8,6.1,6.2,11.1
36.000,6.8,6.1,6.2,11.1
36.025,6.9,6.1,6.2,11.1
36.050,6.9,6.1,6.2,11.1
36.075,6.9,6.1,6.2,11.1
36.100,6.8,6.2,6.1,11.1
36.125,6.8,6.2,6.1,11.1
36.150,6.8,6.2,6.1,11.1
36.175,6.8,6.2,6.1,11.1
36.200,6.9,6.2,6.2,11.2
36.225,6.9,6.2,6.2,11.2
36.250,6.9,6.2,6.2,11.2
36.275,6.9,6.2,6.2,11.2
36.300,6.8,6.2,6.1,11.1
36.325,6.8,6.2,6.1,11.1
36.350,6.8,6.2,6.1,11.1
36.375,6.8,6.2,6.1,11.1
36.400,6.8,6.1,6.1,11.0
36.425,6.8,6.1,6.1,11.0
36.450,6.8,6.0,6.1,11.0
36.475,6.8,6.0,6.1,11.0
36.500,6.8,6.0,6.1,11.0
36.525,6.8,6.1,6.1,11.0
36.550,6.8,6.1,6.1,11.0
36.575,6.8,6.1,6.1,11.0
36.600,6.8,6.1,6.1,11.0
36.625,6.8,6.1,6.1,11.0
36.650,6.8,6.1,6.1,11.0
36.675,6.8,6.1,6.1,11.0
36.700,6.8,6.1,6.1,11.0
36.725,6.9,6.2,6.2,11.1
36.750,6.9,6.2,6.2,11.1
36.775,6.9,6.3,6.2,11.2
36.800,6.9,6.3,6.2,11.2
36.825,6.9,6.3,6.2,11.2
36.850,6.9,6.3,6.2,11.2
36.875,6.9,6.2,6.2,11.1
36.900,6.9,6.2,6.2,11.1
36.925,6.9,6.2,6.2,11.1
36.950,6.9,6.2,6.2,11.1
36.975,6.9,6.1,6.1,11.1
37.000,6.9,6.1,6.1,11.1
37.025,6.9,6.1,6.1,11.1
37.050,6.9,6.1,6.1,11.1
37.075,6.8,6.1,6.2,11.1
37.100,6.8,6.1,6.2,11.1
37.125,6.8,6.1,6.2,11.1
37.150,6.8,6.1,6.2,11.1
37.175,6.9,6.0,6.2,11.1
37.200,6.9,6.0,6.2,11.1
37.225,6.9,6.0,6.2,11.1
37.250,6.9,6.1,6.2,11.0
37.275,6.9,6.1,6.2,11.0
37.300,6.9,6.1,6.2,11.0
37.325,6.9,6.1,6.2,11.0
37.350,6.9,6.1,6.2,11.1
37.375,6.9,6.1,6.2,11.1
37.400,6.9,6.1,6.2,11.1
37.425,6.9,6.1,6.2,11.1
37.450,6.8,6.2,6.2,11.1
37.475,6.8,6.2,6.2,11.1
37.500,6.8,6.2,6.2,11.1
37.525,6.8,6.2,6.2,11.1
37.550,6.8,6.2,6.2,11.1
37.575,6.8,6.2,6.2,11.1
37.600,6.8,6.2,6.2,11.1
37.625,6.9,6.3,6.2,11.2
37.650,6.9,6.3,6.2,11.2
37.675,6.9,6.3,6.2,11.2
37.700,6.9,6.2,6.2,11.1
37.725,6.9,6.2,6.2,11.1
37.750,6.9,6.2,6.2,11.1
37.775,9.2,6.2,1.4,11.1
37.800,9.2,6.2,1.4,11.1
37.825,9.2,6.2,1.4,11.1
37.850,9.2,6.2,1.4,11.1
37.875,8.8,6.8,0.3,11.1
37.900,8.8,6.8,0.3,11.1
37.925,8.8,6.8,0.3,11.1
37.950,7.8,6.6,4.0,10.9
37.975,7.8,6.6,4.0,10.9
38.000,7.8,6.6,4.0,10.9
38.025,7.8,6.6,4.0,10.9
38.050,6.9,5.0,1.4,8.6
38.075,6.9,5.0,1.4,8.6
38.100,6.9,5.0,1.4,8.6
38.125,6.9,5.0,1.4,8.6
38.150,7.4,3.6,-0.9,8.3
38.175,7.4,3.6,-0.9,8.3
38.200,7.4,3.6,-0.9,8.3
38.225,7.4,3.6,-0.9,8.3
38.250,6.2,2.6,-0.7,6.8
38.275,6.2,2.6,-0.7,6.8
38.300,6.2,2.6,-0.7,6.8
38.325,6.2,2.6,-0.7,6.8
38.350,6.0,2.8,-0.7,6.6
38.375,6.0,2.8,-0.7,6.6
38.400,6.0,2.7,-0.8,6.6
38.425,6.0,2.7,-0.8,6.6
38.450,6.0,2.7,-0.8,6.6
38.475,6.0,2.7,-0.8,6.6
38.500,5.8,3.7,-0.1,6.9
38.525,5.8,3.7,-0.1,6.9
38.550,5.8,3.7,-0.1,6.9
38.575,5.8,3.7,-0.1,6.9
38.600,6.1,3.5,-1.1,7.1
38.625,6.1,3.5,-1.1,7.1
38.650,6.1,3.5,-1.1,7.1
38.675,6.1,3.5,-1.1,7.1
38.700,5.7,3.6,-0.2,6.7
38.725,5.7,3.6,-0.2,6.7
38.750,5.7,3.6,-0.2,6.7
38.775,5.7,3.6,-0.2,6.7
38.800,5.6,3.4,0.0,6.6
38.825,5.6,3.4,0.0,6.6
38.850,5.6,3.4,0.0,6.6
38.875,5.6,3.4,0.0,6.6
38.900,5.6,3.5,0.2,6.6
38.925,5.6,3.5,0.2,6.6
38.950,5.6,3.5,0.2,6.6
